index,title,year,wos,en,link,abstract,citations
8835,Insurability and regulatory reform: Is the English flood insurance regime able to adapt to climate change?,2004,WOS:000220469900003,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000220469900003"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,38
8847,NEPA AND CEQA: EFFECTIVE LEGAL FRAMEWORKS FOR COMPELLING CONSIDERATION OF ADAPTATION TO CLIMATE CHANGE,2009,WOS:000269165300003,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000269165300003"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,39
8860,Climate Adaptation Guidebook for New York State Annex II to the ClimAID Integrated Assessment for Effective Climate Change Adaptation Strategies in New York State Conclusions and Recommendations,2011,WOS:000301508900013,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000301508900013"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
9004,Agricultural and Natural Resources Adaptations to Climate Change: Governance Challenges in Asia,2019,WOS:000493821400001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000493821400001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,26
9040,Stakeholder solutions for building interdisciplinary and international synergies between Climate Change Adaptation and Disaster Risk Reduction,2020,WOS:000540295100004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000540295100004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,41
9071,Climate change adaptation and EIA in Austria and Germany - Current consideration and potential future entry points,2018,WOS:000436888700004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000436888700004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,73
9077,RCRA AS A TOOL FOR ENVIRONMENTAL JUSTICE COMMUNITIES AND OTHERS TO COMPEL CLIMATE CHANGE ADAPTATION,2018,WOS:000434794200008,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000434794200008"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,111
9098,Executive Summary of Climate Change Adaptation in New York City: Building a Risk Management Response,2010,WOS:000288657300003,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000288657300003"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
9112,Climate change adaptation in the reorganized UK public health system: a view from local government,2016,WOS:000375160500015,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000375160500015"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,9
9147,Affective Images of Climate Change,2019,WOS:000467963100001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000467963100001"" rel=""noopener noreferrer"" target=""_blank"">link</a>","Climate change is not only a scientific phenomenon, but also a cultural one. Individuals' opinions on climate change are often based on emotion rather than on scientific evidence. Therefore, research into the emotional characteristics of the imagery that the non-expert public find relevant to climate change is important in order to build a database of effective climate change imagery, which can then be used by scientists, policymakers, and practitioners in mobilizing climate adaptation and resilience efforts. To this end, we collected ratings of relevance to climate change as well as emotional arousal and valence on 320 images to assess the relationship between relevance to climate change and the emotional qualities of the image. In addition, participants' environmental beliefs were measured, to investigate the relationship between beliefs and image ratings. The results suggest that images rated highly relevant to climate change are higher in negative emotional valence and emotional arousal. Overall, images were rated as being more relevant to climate change by participants with higher pro-environmental disposition. Critically, we have compiled the mean relevance, valence, and arousal ratings of each of these 320 images into a database that is posted online and freely available (https://affectiveclimateimages.weebly.com; https://www.nmu.edu/affectiveclimateimages) for use in future research on climate change visuals.",37
9177,ClimAID: Integrated Assessment for Effective Climate Change Adaptation Strategies in New York State,2011,WOS:000301508900001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000301508900001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
9322,Climate change adaptation as an organizational system in transportation infrastructure organizations: Identifying processes and institutional elements,2017,WOS:000418970300005,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000418970300005"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,62
9360,"Sustainable growth strategy promoting green innovation processes, mass production, and climate change adaptation: A win-win situation",2022,WOS:000885439600001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000885439600001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,29
9444,Environments History and the Concept of Agency: Improving Understanding of Local Conditions and Adaptations to Climate Change in Seven Coasts Communities,2018,WOS:000444276700009,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000444276700009"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,51
9510,Coping with Climate Change in the Next Half-Century,2012,WOS:000319033200004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000319033200004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,52
9547,Using scenarios for forest adaptation to climate change: a foresight study of the Landes de Gascogne Forest 2050,2014,WOS:000334172300001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000334172300001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,40
9576,Optimizing genotype -environment -management interactions for maize farmers to adapt to climate change in different agro-ecological zones across China,2020,WOS:000541010200022,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000541010200022"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,106
9780,"Opportunities and obstacles for the urban adaptation to climatic change in Latin America. Cases of the City of Mexico, Lima and Santiago of Chile",2016,WOS:000386907500011,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000386907500011"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,55
9860,Managing Sense of Place in Transition: Coping with Climate Change,2008,WOS:000260165900006,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000260165900006"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,14
10180,EVOLUTION OF CLIMATIC ADAPTATION IN HOMEOTHERMS,1955,WOS:A1955XE36300002,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1955XE36300002"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,54
10212,Climate Adaptation Guidebook for New York State,2011,WOS:000301508900014,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000301508900014"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,7
10213,BERGMANNS RULE AND CLIMATIC ADAPTATION IN WOODRATS (NEOTOMA),1969,WOS:A1969D576200011,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1969D576200011"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,18
10285,CLIMATIC ADAPTATION IN THE ENERGETICS OF HETEROMYID RODENTS,1979,WOS:A1979GS65000008,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1979GS65000008"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,39
10308,CLIMATIC ADAPTATION IN AVIAN STANDARD METABOLIC-RATE,1979,WOS:A1979HP79800008,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1979HP79800008"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,48
10314,CLIMATIC ADAPTATION IN A BARLEY BREEDING PROGRAM,1954,WOS:A1954UC64600001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1954UC64600001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,3
10333,Caribbean Technological Thought and Climate Adaptation,2020,WOS:000564764400009,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000564764400009"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,36
10340,Resilience to climate change: translating principles into practice,2012,WOS:000304660500004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000304660500004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,20
10354,Climate-Adapted Design For California School,2014,WOS:000335930600009,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000335930600009"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
10366,CLIMATIC ADAPTATION IN RECENTLY SHORN MERINO SHEEP,1974,WOS:A1974U826200005,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1974U826200005"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,24
10386,Measuring Climate Adaptation: Methods and Evidence,2018,WOS:000440955700008,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000440955700008"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,97
10513,CLIMATIC ADAPTATION IN ARCTIC AND TROPIC ANIMALS,1951,WOS:A1951YA38300007,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1951YA38300007"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,1
10585,CLIMATIC ADAPTATION AND PHOTOPERIODIC RESPONSE IN BAND-LEGGED GROUND CRICKET,1972,WOS:A1972O663400009,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1972O663400009"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,18
10594,Nepal's Towering Climate Adaptation Challenges,2018,WOS:000455969300003,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000455969300003"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
10630,VARIATION AND CLIMATIC ADAPTATION IN NORTHERN POPULATIONS OF DATURA-STRAMONIUM,1985,WOS:A1985ANQ4500020,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1985ANQ4500020"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,20
10641,"mtDNA variation, climatic adaptation, degenerative diseases, and longevity",2003,WOS:000222969300056,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000222969300056"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,31
10661,The Push for Proactive Climate Adaptation in Europe,2018,WOS:000455969200005,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000455969200005"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
10704,CLIMATIC ADAPTATION IN SOME SMALL NORTHERN BIRDS,1958,WOS:A1958WR63100006,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1958WR63100006"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,18
10712,HIGH-ALTITUDE CLIMATE - ADAPTION PROCESSES OF HEALTHY-INDIVIDUALS AND HYPERTENSION PATIENTS,1981,WOS:A1981MF74500001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1981MF74500001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
10713,CLIMATIC ADAPTATION IN ARCTIC AND TROPICAL POIKILOTHERMS,1953,WOS:A1953XZ64500005,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1953XZ64500005"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,63
10779,QUANTITATIVE VARIATION IN COLD CLIMATE ADAPTED WHITE CABBAGE (BRASSICA-OLERACEA L VAR CAPITATA),1989,WOS:A1989AD88500011,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1989AD88500011"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,16
10793,CLIMATIC ADAPTABILITY OF ANNUAL BLUEGRASS IN OHIO USING GROWING DEGREE-DAYS,1985,WOS:A1985AKN6700006,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1985AKN6700006"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,19
10813,CLIMATIC ADAPTATION IN THERMOGENESIS AND THERMAL INSULATION IN WOOD MICE (APODEMUS-ARGENTEUS),1989,WOS:A1989AF23000003,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1989AF23000003"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,27
10832,CLIMATIC ADAPTATION AND DRUG HABITUATION OF CENTRAL AUSTRALIAN ABORIGINE,1963,WOS:A19631202C00005,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A19631202C00005"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,50
10844,GEOGRAPHIC VARIATION AND CLIMATIC ADAPTATION IN A FIELD CRICKET (ORTHOPTERA - GRYLLIDAE),1967,WOS:A1967A449000010,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1967A449000010"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,36
10874,Improving the Representation of Historical Climate Precipitation Indices Using Optimal Interpolation Methods,2020,WOS:000577340500001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000577340500001"" rel=""noopener noreferrer"" target=""_blank"">link</a>","ReSUMe [Traduit par la redaction] La definition d'un climat de reference pour les precipitations est un element important dans l'elaboration de scenarios de changements climatiques sur lesquels s'appuieront les strategies d'adaptation a de tels changements. Cette reference est egalement importante pour de nombreuses applications en hydrologie et en gestion des eaux. Cependant, la reference est difficile a etablir dans des regions ou la couverture des stations meteorologiques est lacunaire, comme dans le nord du Canada ou dans les regions montagneuses. Les reanalyses semblent etre une option interessante pour y parvenir. Elles doivent toutefois etre validees et corrigees des biais avant de pouvoir etre utilisees. Dans cet article, deux methodes d'assimilation de donnees, l'interpolation optimale (IO) et l'interpolation optimale d'ensemble (IOE), ont servi a combiner quatre jeux de donnees de reanalyses avec observations afin d'ameliorer la representation de divers indices de precipitations au Canada. Au total, 986 stations meteorologiques ayant des releves de precipitations couvrant au moins 20 des 30 annees de la periode de reference (1980-2009) ont ete utilisees. Les valeurs annuelles de dix indices de precipitations ont ete estimees pour chaque jeu de donnees disponibles puis combinees (reanalyses plus observations) par IO et IOE. Enfin, une strategie de validation croisee a ete appliquee pour evaluer la performance de chacun des jeux de donnees en question. Selon les resultats, la combinaison de reanalyses et d'observations par IO ou IOE ameliore les estimations d'indices de precipitations des sites ou les precipitations ne sont pas enregistrees. Le jeu de donnees de l'IOE a surpasse l'IO appliquee a chaque reanalyse separement. Une evaluation du jeu de donnees d'observation interpolees aux points de grille de Ressources naturelles Canada montre qu'il doit etre utilise avec circonspection en ce qui a trait aux indices de precipitations extremes, car les valeurs annuelles de precipitations maximales en un jour peuvent etre sous-estimees et le nombre de jours de pluie par annee surestime. Defining a reference climate for precipitation is an important requirement in the development of climate change scenarios to support climate adaptation strategies. It is also important for many hydrological and water resource applications. This, however, remains a challenge in regions that are poorly covered by meteorological stations, such as northern Canada or mountainous regions. Reanalyses may represent an interesting option to define a reference climate in such regions. However, these need to be validated and corrected for bias before they can be used. In this paper, two data assimilation methods, Optimal Interpolation (OI) and Ensemble Optimal interpolation (EnOI), were used to combine four reanalysis datasets with observations in order to improve the representation of various precipitation indices across Canada. A total of 986 meteorological stations with minimally 20-year precipitation records over the 30-year reference period (1980-2009) were used. Annual values of ten Climate Precipitations Indices (CPIs) were estimated for each available dataset and were then combined (reanalysis plus observations) using OI and EnOI. A cross-validation strategy was finally applied to assess the relative performance of these datasets. Results suggest that combining reanalysis and observations through OI or EnOI improves CPI estimates at sites where no recorded precipitation is available. The EnOI dataset outperformed OI applied to each reanalysis independently. An evaluation of the gridded interpolated observational dataset from Natural Resources Canada showed it should be used with considerable caution for extreme CPIs because it can underestimate annual maximum 1-day precipitation, as well as overestimate the annual number of wet days.",55
10879,How to Extend and Substantiate Social Science Research on Climate Adaptation,2014,WOS:000342966500003,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000342966500003"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,12
10893,TIMING OF GROWTH CESSATION IN RELATION TO CLIMATIC ADAPTATION OF NORTHERN WOODY-PLANTS,1990,WOS:A1990CW34600003,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1990CW34600003"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
10907,Land Use Planning for Climate Adaptation: Theory and Practice,2016,WOS:000382962200002,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000382962200002"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,27
10925,TEMPERATURE REGULATION AND CLIMATIC ADAPTATION IN BLACK-BILLED AND YELLOW-BILLED MAGPIES,1984,WOS:A1984SW29200004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1984SW29200004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,21
10961,The High Stakes of Climate Adaptation in the Middle East and North Africa,2017,WOS:000426333400004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000426333400004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
10965,Fostering anticipatory humanitarian actions for heatwaves in Hanoi through forecast-based financing,2020,WOS:000582024700002,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000582024700002"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,14
11021,"THE TEMPERATURE PREFERENCES AND CLIMATIC ADAPTATIONS OF BUILDING-DAMAGING DRY-WOOD TERMITES (CRYPTOTERMES, ISOPTERA)",1981,WOS:A1981ME71000005,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1981ME71000005"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,23
11076,Adaptation versus Mitigation: The Search for Adequate Decision Making Procedures in View of High Complexity and Uncertainty,2008,WOS:000261883200004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000261883200004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,21
11078,Generic and specific facets of vulnerability for analysing trade-offs and synergies in natural resource management,2019,WOS:000657187100014,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000657187100014"" rel=""noopener noreferrer"" target=""_blank"">link</a>","The concept of vulnerability as the combination of exposure, sensitivity and adaptive capacity to a stressor is gaining traction outside of the climate realm, opening new avenues to address contemporary sustainability issues more holistically. Yet, critical notions that underpin vulnerability have yet to be integrated into its application to natural resource management and non-climatic stressors. In particular, the way generic and stressor-specific facets of vulnerability interact and can inform decision-makers about how interventions combine and/or trade-off remains unexplored. Here, we investigate the salience of the generic/specific framing in the context of Chilean artisanal fishing communities engaged in rights-based co-management and experiencing pressures from two stressors: poaching and market volatility. Specifically, we draw on market data combined with socio-economic surveys conducted with 446 members and leaders from 42 fisher unions to quantitatively investigate potential trade-offs and synergies between facets of vulnerability to poaching and markets. Generic adaptive capacity (i.e. flexibility, assets, learning, organization and agency) likely facilitated stressor-specific adaptive capacities to both stressors. High levels of specific adaptive capacity to one stressor neither increased exposure nor undermined specific adaptive capacity to the other stressor. However, adaptive capacity did not translate into exposure reduction as expected, suggesting that adaptation barriers may prevent fishers from mobilizing adaptive capacity into effective adaptive action. This study illustrates how breaking down vulnerability into generic and specific facets can help us better anticipate important trade-offs and synergies in management interventions. More generally, it highlights the potential of the climate adaptation and vulnerability literatures in informing place-based management of natural resources. A free Plain Language Summary can be found within the Supporting Information of this article. Resumen El concepto de vulnerabilidad -visto como la combinacion entre exposicion, sensitividad y capacidad adaptativa- esta ganando importancia en nuevas esferas ademas del cambio climatico. Esto abre oportunidades para investigar problemas de sustentabilidad de manera mas holistica. Sin embargo, aun queda por integrar conceptos fundacionales de vulnerabilidad en aplicaciones relacionadas a manejo de recursos naturales y estresores no climaticos. Particularmente, no se ha explorado la forma en que facetas genericas de vulnerabilidad o aquellas especificas a un estresor interactuan entre si. En este estudio, investigamos la importancia de facetas genericas y/o especificas de vulnerabilidad en el contexto de organizaciones de pescadores artesanales en Chile que participan en un sistema de co-manejo. Se aborda la exposicion a dos estresores: robos (pesca illegal) y volatilidad de mercados. Especificamente, usamos datos sobre mercados combinados con encuestas socioeconomicas realizadas a 446 pescadores y dirigentes de 42 organizaciones de pescadores para explorar de manera cuantitativa potenciales trade-offs y sinergias entre componentes de vulnerabilidad a robos y a la vulnerabilidad del mercado. La capacidad adaptativa generica (ej. flexibilidad, bienes, aprendizaje, organizacion y agencia) parece haber facilitado la capacidad adaptativa especifica a cada estresor. Sin embargo, altos niveles de capacidad adaptativa especifica a un estresor no incrementan la exposicion ni afectan la capacidad adaptativa especifica al otro estresor. Contrario a las expectativas, mayor capacidad adaptativa no se manifiesta en una menor exposicion. Esto sugiere que existen posibles barreras evitando que pescadores movilicen su capacidad adaptativa hacia acciones concretas. Este estudio ilustra como la descomposicion de la vulnerabilidad en componentes genericos y especificos puede ayudarnos a anticipar sinergias y trade-offs que pueden ser claves en intervenciones de manejo. A modo general, esto remarca el potencial de utilizar aproximaciones basadas en adaptacion y vulnerabilidad climatica en informar el manejo local de recursos naturales. A free Plain Language Summary can be found within the Supporting Information of this article.",122
11124,CLIMATE-ADAPTED BUILDING IN ISRAEL - HOW FAR HAS OUR KNOWLEDGE INFLUENCED BUILDING PRACTICE,1984,WOS:A1984ABN4500008,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1984ABN4500008"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,0
11157,Feeling stressed: Integrating climate adaptation with other priorities in South Africa,2008,WOS:000253660700004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000253660700004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,17
11180,"Cooperation for climate adaptation in tourism A programmatic discussion for the Alps, based on the theory of structuration",2013,WOS:000209230100003,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000209230100003"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,25
11193,CLIMATIC ADAPTATION OF POPULATIONS OF COCKSFOOT (DACTYLIS-GLOMERATA L) FROM SOUTHERN FRANCE,1973,WOS:A1973P627300001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1973P627300001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,10
11208,THE LIFE-CYCLE OF THE SPIDER PISAURA-MIRABILIS AND ITS CLIMATIC ADAPTATIONS,1985,WOS:A1985C160400003,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1985C160400003"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,14
11229,"DISCOVERY AND TESTING OF A CLIMATICALLY ADAPTED STRAIN OF LONGITARSUS-JACOBAEAE [COL, CHRYSOMELIDAE] FOR AUSTRALIA",1983,WOS:A1983QL73100004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1983QL73100004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,11
11237,COMPENSATION OF LIGHT REDUCTION BY CLIMATE ADAPTATION IN A GREENHOUSE FOR THE CULTIVATION OF HORTIPLUS TOMATOES UNDER GLASS,1983,WOS:A1983SA80700013,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1983SA80700013"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,13
11322,"CLIMATIC ADAPTABILITY OF POPULATIONS OF DIPLOTAXIS-ERUCOIDES DC (BRASSICACEAE) FROM SICILY, BASED ON LEAF MORPHOLOGY, LEAF ANATOMY AND DELTA-13 C-STUDIES",1989,WOS:A1989AA71400008,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:A1989AA71400008"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,61
11353,Be Prepapred: Exploring Future Climate-Related Risk for Residential and Commercial Real Estate Portfolios,2020,WOS:000640087700004,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000640087700004"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,2
11392,"It keeps eating at you, little by little: a photo essay on drought experiences across Morocco's agro-pastoral landscapes",2022,WOS:000853274400001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000853274400001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,4
11476,What do changing weather and climate shocks and stresses mean for the UK food system?,2022,WOS:000790531200001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000790531200001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,24
11555,The 'water security' dialogue: why it needs to be better informed about groundwater,2014,WOS:000344057300001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000344057300001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,29
11567,From the Great Transformation to Urban Transformations. Reflections on the Report World in Transition,2015,WOS:000352049100006,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000352049100006"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,20
11712,Forced adaptation: plant proteins to fight climate change,2015,WOS:000348024600001,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000348024600001"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,13
11785,Framing climate vulnerability and adaptation at multiple levels: Addressing climate risks or institutional barriers in Lesotho?,2010,WOS:000290181100006,False,"<a href=""https://www.webofscience.com/wos/woscc/full-record/WOS:000290181100006"" rel=""noopener noreferrer"" target=""_blank"">link</a>",,51
